doc_id	title	text	category
doc_0123	슬라임 (A)	슬라임 상품입니다. 관련 키워드: 슬라임 장난감 문구 액체괴물 액체. 고객 질문 예시: 아이들 가지고 노는 슬라임 종류 많은 곳이 어디예요?.	문구/사무
doc_0124	슬라임 (B)	슬라임 상품입니다. 관련 키워드: 슬라임 장난감 문구 액체괴물 액체. 고객 질문 예시: 아이들 가지고 노는 슬라임 종류 많은 곳이 어디예요?.	문구/사무
doc_0125	크리스마스 트리 장식볼 (A)	크리스마스 트리 장식볼 상품입니다. 관련 키워드: 크리스마스 트리 장식볼 크리스마스 트리 장식볼 장식볼 크리스마스 용품 장식. 고객 질문 예시: 크리스마스 트리 장식볼 찾는데요..	인테리어/데코
doc_0126	크리스마스 트리 장식볼 (B)	크리스마스 트리 장식볼 상품입니다. 관련 키워드: 크리스마스 트리 장식볼 크리스마스 트리 장식볼 장식볼 크리스마스 용품 장식. 고객 질문 예시: 크리스마스 트리 장식볼 찾는데요..	인테리어/데코
doc_0127	비눗방울 (A)	비눗방울 상품입니다. 관련 키워드: 비눗방울 야외 장난감 유아용품 놀이. 고객 질문 예시: 비눗방울 놀이하는 거 큰 거 있나요?.	기타
doc_0128	비눗방울 (B)	비눗방울 상품입니다. 관련 키워드: 비눗방울 야외 장난감 유아용품 놀이. 고객 질문 예시: 비눗방울 놀이하는 거 큰 거 있나요?.	기타
doc_0129	할로윈 분장 소품 (A)	할로윈 분장 소품 상품입니다. 관련 키워드: 할로윈 분장 소품 할로윈 분장 소품 소품 파티용품 코스튬. 고객 질문 예시: 할로윈 분장 소품 어디 있나요?.	기타
doc_0130	할로윈 분장 소품 (B)	할로윈 분장 소품 상품입니다. 관련 키워드: 할로윈 분장 소품 할로윈 분장 소품 소품 파티용품 코스튬. 고객 질문 예시: 할로윈 분장 소품 어디 있나요?.	기타
doc_0131	고깔모자 (A)	고깔모자 상품입니다. 관련 키워드: 고깔모자 모자 파티용품 장식 머리 장식. 고객 질문 예시: 파티용 고깔모자랑 폭죽 있나요?.	의류/패션
doc_0132	고깔모자 (B)	고깔모자 상품입니다. 관련 키워드: 고깔모자 모자 파티용품 장식 머리 장식. 고객 질문 예시: 파티용 고깔모자랑 폭죽 있나요?.	의류/패션
doc_0133	카네이션 브로치 (A)	카네이션 브로치 상품입니다. 관련 키워드: 카네이션 브로치 브로치 악세서리 선물 장식. 고객 질문 예시: 어버이날 카네이션 브로치 조화로 된 거요..	기타
doc_0134	카네이션 브로치 (B)	카네이션 브로치 상품입니다. 관련 키워드: 카네이션 브로치 브로치 악세서리 선물 장식. 고객 질문 예시: 어버이날 카네이션 브로치 조화로 된 거요..	기타
doc_0135	스케치북, 크레파스 (A)	스케치북, 크레파스 상품입니다. 관련 키워드: 스케치북 크레파스 스케치북 크레파스 미술용품 문구류 그림 드로잉. 고객 질문 예시: 스케치북이랑 크레파스 유치원생 쓸 만한 거요..	문구/사무
doc_0136	스케치북, 크레파스 (B)	스케치북, 크레파스 상품입니다. 관련 키워드: 스케치북 크레파스 스케치북 크레파스 미술용품 문구류 그림 드로잉. 고객 질문 예시: 스케치북이랑 크레파스 유치원생 쓸 만한 거요..	문구/사무
doc_0137	선물 상자 (A)	선물 상자 상품입니다. 관련 키워드: 선물 상자 상자 포장용품 선물. 고객 질문 예시: 선물 상자 예쁜 거 파는 코너 좀 알려주세요..	문구/사무
doc_0138	선물 상자 (B)	선물 상자 상품입니다. 관련 키워드: 선물 상자 상자 포장용품 선물. 고객 질문 예시: 선물 상자 예쁜 거 파는 코너 좀 알려주세요..	문구/사무
